,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
cbe_percent,-86.09689019217588,9.835494740609693,-50.85331183101035,-4.635391551477686,3.239666959200284,-6.1318029508610055,8.534634871723197,13.279825945429954,7.780415650591882,-4.557683827851913,8.155003658461645,-5.259156652882489,6.29899980373772,-6.8924036466807035,-0.2131283251155463,3.496479100751619,28.72184817041079,-0.339086255493162,-1.61357803910521,-6.61997624854997,-1.2862106947160643,10.462784671065624,25.783782206882954,4.697498655119339,8.164680403697542,10.873745781859245,9.300878957806564
