,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
cation_sum_meq_dm3,3.814359507590882,18.747544489718948,5.890842738665497,14.250891262528771,40.99316492609726,5.673584711791062,7.090790116723563,7.932815864498175,8.40170806571073,36.74087520303075,8.974837496078509,21.30781759974045,21.59994337648412,29.841052628397644,580.3375820976619,10.868761027952527,36.47901009728768,42.38347661917483,25.663033353548222,8.388363678758074,9.041778014041432,284.12491918386024,6.76071683646412,230.615359386407,321.3317954385534,305.06460043421094,183.5332137629191
