,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
anion_sum_meq_dm3,51.0562350617523,15.3899527446562,18.081648422529266,15.636278609764855,38.42042896373487,6.414821990685605,5.9756197442469,6.072883382108424,7.1887088295957815,40.249869943517666,7.6214126865201415,23.673453089758304,19.04003144240334,34.259093433065594,582.8165931097931,10.134390233593326,20.199806460713056,42.67188766903579,26.504802089737627,9.577713736440307,9.277401257009902,230.30158206707787,3.98902644179798,209.92116220914636,272.82110963038974,245.22726222986168,152.2979625513509
